5.8,3.3,32.4,26.8,29.2
3.4,5.2,33.1,27.7,29.5
8.2,5.6,32.1,26.9,29.1
9.1,5.4,32.1,26.9,29.3
12.5,5.7,34.5,27.6,30.2
7.2,5.3,32.2,26.3,28.8
12.1,5.1,32.4,25.6,28.7
5.9,4.2,31.5,26.8,28.8
0.4,3.8,28.4,23.8,26.5
4.1,4.1,30.4,25.5,27.6
4.9,5.5,32.1,25.9,28.3
2.7,9.3,31.8,27.2,28.7
3.1,3.9,30.3,26.1,27.7
1.7,6.9,31.6,26.7,28.9
9.5,5.5,32.9,27.8,29.9
9.8,3.4,35.9,27.7,30.7
11.9,3.3,36.2,27.6,30.9
5.1,3.7,34.4,26.4,29.6
3.9,4.2,32.9,25.6,28
2.7,3.3,30.8,24.8,27.2
9.1,3,33.2,24.4,28.3
11.7,4.5,32.1,26.6,28.9
11.3,4.3,34.1,26.7,29.3
11.7,5,33,26.5,29.1
11.3,4.8,32.5,26.3,29.3
11.5,4.6,32.7,27.2,29.5
11.2,3.9,33.4,26.3,29.3
11.2,4.8,33.3,27,29.6
10,4.2,33.2,26.9,29.3
10.5,2.5,35.4,25.1,29.6
10.3,3.2,36.1,24.7,29.7
4.8,3.6,27.8,21.5,24
5.8,3,29.7,21,25.1
1.9,2.9,30,23.4,26.2
6,4,31.8,23.5,26.9
4.4,3.1,30,24.6,27
7.9,3.6,31.2,26,28.2
4.5,2.4,33.3,26,28.8
9.5,2.8,32.6,26.1,29.2
10.1,3.5,33.8,26.5,29.6
12.3,5.4,34.3,27.6,30.1
8.9,4.5,34.3,27.5,30.2
8,2.8,36.3,27.2,30.4
6.3,3.1,33.7,25.8,29.6
9.6,4.6,33.6,27.7,29.9
10.8,5.7,33.1,27.1,29.8
7.2,4.2,33.2,27.6,29.9
10.8,4,34.4,27.1,30.3
10.7,7.5,34.3,27.8,30.5
1.4,5.7,30.9,21.9,25
0,2.6,25.9,22.4,23.7
0,2.8,23.3,20,21.1
0,2.7,23.1,20.2,21.7
8.9,3.9,31.5,22,26.6
3.8,3.9,30.3,25.6,27.5
0.7,5.4,29.7,25.7,27.8
7.7,4.2,31.9,23,26.7
2.3,3.7,27.3,22.2,24.2
8.1,3.1,30.7,21.9,25.5
4.8,3.8,29.8,23,25.4
8.8,4.4,31.1,23,26.1
0.4,3,30.4,22.2,26.1
6.4,3.6,32.5,25.3,28.3
12,3.3,33.3,26.2,29.2
11.1,3.8,33.3,25.7,28.7
6,3.8,33.6,25.1,28.1
5.9,3.1,32.8,25.8,28.7
0.5,2.4,29.5,25,26.5
8.6,3.2,33,24.5,27.9
7.7,4.7,30.3,22.3,25.2
11.9,3.5,29.7,21.4,24.9
7.2,3.9,30.8,22,26.3
3.1,4.6,30.7,26.3,27.9
4.1,3.9,31.1,26.2,27.6
9.3,7.8,32.7,25.7,28.8
1.6,6.6,29,26.4,27.7
6.9,5,32.2,25.1,28.3
7.8,6.5,32.3,27,29
9.4,2.9,35.4,25.9,29.9
2.1,2.7,29.8,24.4,27.2
6.2,3.1,30.6,24.9,27.2
10,2.6,32.8,23.8,28.1
12.4,4.6,33.7,26.2,29
11.8,5.5,33.9,26.8,29.5
12.4,4.6,32.9,26.6,29.3
10.4,3.1,33.9,26,29.1
9,2.9,34.6,25.4,29.1
8.7,3.1,34.5,25.8,29.2
8.3,3.2,32.9,25.8,28.8
8.1,4.1,31.9,26,28.5
8.9,4.8,32,26.1,28.8
9.4,4.2,33.9,26.5,29.4
5.1,3.5,31.9,25.5,27.9
3.2,3.5,32.6,23.6,26.5
1.6,3.5,28.6,22.2,24.5
7.1,3.3,31.1,22.2,25.8
7.1,3.6,30.7,23.9,27.1
8,5.2,32.4,25.8,28.7
3.8,3.2,31.1,26.2,28.1
11.8,2.9,34.1,25,29.2
8.5,3,33.3,26.4,29.4
10.5,3.9,33.3,27.6,30.3
9.6,2,37.4,27.9,32.1
9,2.3,38.4,28.7,32.1
4.6,2.9,35.7,27.8,30.5
5.7,3.1,33.1,26.6,29
10,3.1,33.9,25.7,29
11.1,3.6,33.4,25.1,28.8
10.3,4.9,32.4,26.5,29.2
9,5.4,32.9,26.3,29.1
12.1,6.3,34.1,26.8,29.8
12.3,6,33.5,27.5,30
8.4,6.5,34.9,27.5,30.4
3.5,3.7,34,26,28.8
4.2,3,33.9,25.2,28.2
1.8,2.4,32.4,25.7,28.7
2.8,3,32.5,25.2,28.1
0,2,26.5,22.3,24.7
4.6,3.1,29.7,22.9,26
8.5,3.4,30.7,19.3,24.6
11.3,3.1,32.5,22.2,27
11.9,4.8,31.5,23.4,27.6
9.9,6.6,33.6,27.3,29.9
11.3,6.3,33.7,26.8,29.7
11,4.6,33.3,25.8,29
12.1,3.5,33.7,25.7,29.5
11.7,5,33.5,26.5,29.5
8.8,7.9,32.3,26.6,29.1
13.1,10.2,33.2,27.6,29.7
13,8.5,33.4,26.9,29.5
11.1,7.1,34.1,26.8,29.4
3.1,4.2,31,26.8,28.6
0,4.9,27.2,21.8,24.9
3.5,8.4,31.7,21.8,27.2
6.1,9.8,32.1,26.4,29
1.1,5,31.2,21.8,26.8
6.8,2.7,31.1,21.4,26.1
0.7,3.4,30.6,25.9,27.2
12.5,7.8,32.4,26.6,29.2
4.9,5.1,33.2,22.3,26.6
8.1,3.8,31.8,22.1,27
11.6,5.4,32.8,26.6,29.1
12.8,6.1,33.1,26.5,29.2
12,3.8,34,26.9,30
10.5,3.5,33.9,26.6,29.6
11.3,4.9,33.4,26.4,29.4
2.2,5.6,30.7,24.4,26.9
5.6,4.8,31.7,25.3,28
0.4,3.2,28.8,25.1,26.6
0.1,3.4,27,22.7,24.6
0,3.4,23.9,19.7,21.6
0,3,21.8,19.3,20.6
0,2.9,26.1,20.8,23
1.4,3.6,25.5,19,21.8
1.2,3.1,26,20.1,22.6
9.2,3.8,34.9,27,30.1
11.7,4.3,34,27.7,30.3
11.9,4.2,34.1,27.2,30
12.3,4.9,35.2,27.2,29.9
13.1,5.3,34,27.7,30.3
12.7,5.3,33.6,27.8,30.2
10.3,3.2,38.5,27.5,31.1
5.1,4.7,32.7,24.4,27.2
6.4,3.5,34.3,24.3,27.6
5.3,3.3,32.4,25.8,27.9
6.5,3.2,34.1,25.7,28.9
6,2.8,34.1,25.8,28.6
1.3,3.9,30.9,25.4,27.8
6.7,3.3,32.4,24.4,28
5.6,2.6,32.3,23.9,27.4
2.8,3.1,31.4,24.6,27
0.6,4.9,29.7,24.7,26.3
1.8,6.5,30,26.9,28
4.1,3.3,31.4,25.5,27.3
0,2.2,28.2,25.7,26.6
1.1,2.4,30.9,24.4,26.8
10.8,4.9,32.7,26.4,28.7
5.4,5.3,30.1,23.6,26.1
7.3,5.3,27.9,21.7,24.1
0.5,4.5,24.7,19.9,21.9
0,3.9,25.9,19.3,22
0.6,2.8,25.7,21.1,22.8
0,3.9,22.8,20.5,21.5
0,3,22,20.1,21.2
0,2.6,23,20.5,21.7
0,2.4,25.5,21.3,22.9
3.6,3.5,30.8,25.1,27.4
3.3,2.7,29.2,23.2,26.2
7.7,2.5,32,25,27.3
10.5,2.7,32.4,25.3,28.2
13,4,32,25.4,28.4
10.5,3.3,32.4,26.3,28.6
10.5,3.6,33.2,25.2,28.4
3.4,4.1,32.5,25.9,28.7
9,3.6,37.7,26.4,30.4
6.2,3.7,34,25.8,28.8
2.9,3.2,29.9,24.6,26.6
3.4,3,29.9,23.8,25.7
6.5,3.1,30.4,23.2,25.9
4.9,2.7,30.1,23.2,25.7
2.8,3.9,31.7,24.3,27.2
2.2,4.2,32,24.8,26.9
7.6,7.3,34.5,24.2,29.1
1.6,3.2,30.1,26.3,27.8
6.1,4.2,30.7,25.1,27.2
2.7,3.2,30.9,25.3,26.7
5.9,3.1,31.1,24.7,28
0,8.9,27.9,23.7,26.6
2.5,4.4,31.1,24.4,27.6
4.5,2.6,30.5,23.4,26.1
8.1,3.1,32.8,24.7,28.1
10.9,2.8,32.7,25.1,28.5
2,4.6,28.1,22.2,25.1
0,4.1,25.1,21.2,22.7
4.4,4.6,31.5,22.8,26.8
1.7,6.6,28.7,25.4,26.5
10.4,7.2,31.3,24.1,27.6
0.4,3.6,31.6,23,26.7
1.2,4.1,25.3,21.3,23.2
0.3,3.3,27.9,20.6,24.3
0,2.7,29.4,22.7,25.6
5.7,2.1,33.2,24.6,27.9
3,2.9,33.4,25.7,28.8
5,5.2,33.9,26.4,29
5.9,5.6,32.9,27.3,29.5
10.1,3.2,36,25,29.1
0,3.5,28,23.6,25.3
0,3.4,24.7,22.4,23.3
0.9,2.7,27.9,21.7,24.3
5.7,2.8,31.6,23.3,26.4
0,2.6,27,23.9,24.9
0,3.6,27,22.9,24.6
0,3.8,24.1,22.2,23
0.4,3,28.8,21.8,25.1
4.6,2.3,30.9,24.4,27.3
1.5,2.6,30.5,23.2,26.4
1,2.8,29.7,22.8,25.5
1.8,2.7,31.2,24.2,27
5.7,3.8,31.3,25.6,28.1
7.4,2.5,34.7,26.2,30.2
8.3,2.6,35.1,28,30.7
7.3,2.7,36.3,27.7,30.9
6.1,3.5,33.4,27.1,29.3
4.1,3.7,30.4,23.4,26.8
5.3,3.1,31.2,22.7,26.5
5.1,6.2,32.6,26.4,29.2
5,4.6,32.3,24,28
0,5,24.2,19.8,21.4
13,3.6,33.9,26.1,29.6
8.3,2.4,37,27.6,31
9.4,2.9,36.1,27.6,30.4
7.3,3.1,33.8,26.4,29.2
11.6,4.6,33.8,27.3,30.2
3.8,4.4,32.3,24.3,28.1
0,4.3,24.8,21.3,23.3
0,5.7,26.3,21.2,24.2
0.9,7.7,30.4,23.9,27
12.1,6.4,31.8,27,29.2
5.9,3.1,32.5,26.8,29.2
1.7,2.2,32.1,25,27.8
7.2,3.7,33.5,27,28.9
11.3,5.9,33.5,27.4,29.8
11.5,8,33.6,28,29.7
7.9,9.6,31.9,26.6,29.1
10.2,4.6,31.1,22.1,27
11.3,3.1,27.1,19.7,22.6
9.1,2.9,28.9,19.7,24.1
0.1,2,26.9,22.4,24.4
8.5,3.8,32.7,23.3,27.7
11.1,5.3,34,27.1,29.3
8.1,5.9,34.6,26.8,29.8
2.2,10.6,31.7,26,29.3
11.8,7.4,33.2,27.7,29.9
12.2,2.6,34.9,27.7,30.6
11,3.3,36.7,26.2,29.8
3.8,3.1,31.9,24.5,27.1
1.6,3,29.9,24.6,26.3
8.4,5.3,33.1,25,28.7
9.8,5.8,33.3,25.1,29.1
8.8,4,33.4,27.5,29.9
11.1,4.3,33.5,27.7,29.7
12.8,4.1,31.9,26.5,29.2
10,3.2,33.1,26.1,28.9
6.3,3.2,33.9,26,29.4
12.2,5,32.8,27.9,30.1
10.4,5.1,33.6,27.8,29.8
10.8,5.1,32.9,27.3,29.7
11.2,5.3,33.9,27.1,29.7
11.3,4.8,32.6,27.2,29.5
5.7,3.2,34,25.9,29
5,3.3,33.7,25.4,28.5
3.5,3.2,33.2,27.1,29.2
5.2,4.7,32.4,27,29.2
5,7.2,33.2,27.7,29.8
0.1,10.3,30,28,29.1
12.1,6.1,33,27.5,29.9
10.1,2.6,34.6,26.9,30
0.9,3.4,31.1,26.3,27.7
2.7,3.4,31.8,24.2,27.3
4.5,3.2,31.3,23.9,27.1
1.3,2.9,30.4,23.6,26.7
0.2,5.5,29.5,24.8,27.4
6.7,3.3,30.3,24.8,27.2
7.3,3.1,31.4,22.3,26.4
4.4,3.4,28.8,22.8,25.5
4,3,30.2,23.4,26.4
0.3,8.7,29.4,24.6,27
7.9,6.6,32.3,27.4,29.2
0.7,6.8,28.9,24.3,26.9
7.6,4.1,31.4,26,28.1
7,3.1,30.5,22.9,25.9
9.7,3,31.9,22.8,26.4
11.3,2.7,32.6,22.5,27.2
10.9,3,31.8,24.9,28
9.3,3.2,32.9,25.7,28.6
9.7,4.6,33.2,25.7,28.6
10.8,5.9,32.5,26.6,29.4
4.9,2.9,33,25.2,28.2
8.5,4.6,33,24.9,29.4
9.7,3.9,34.2,27.8,30.2
13,6.7,34.6,28.7,31.1
8.5,3.9,33.9,28.4,30.6
9.4,2.8,35.3,28.1,30.8
10.3,3.6,34.6,26.7,30
9.6,2.7,34.8,28.1,31
8.3,3.3,34.3,28.5,30.5
9.6,2.6,34.7,28,30.7
4.4,3.4,34.2,27,30.1
9.1,3,34.3,25.4,28.8
12.4,3.8,32.3,26.4,29.1
12,3.3,33.8,26.4,29.6
7.2,3,35.7,26.6,29.4
0.3,2.2,27.1,23.5,25.7
8.4,3.2,31.8,24.2,27.4
9.5,2.9,32.3,24.3,27.5
9.7,2.9,33.2,23.4,28.2
7.6,3.3,33.4,26.7,29.3
7.1,3.7,33.8,26.9,29.8
12.3,4.3,33.2,27.8,29.9
10.7,3.5,33.4,26.9,29.7
5.9,3.7,32.2,23.7,27.2
